L,R0,a0,a1,beta,d,eta,gamma,k,lambda,phi,u,v,x,y0,y1,Time
1.798829234860711,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.24263324783811732,11.805060449213412,0.49863271501670475,0.0028532873906124455,1.42
1.809514671742061,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.24024761911005563,11.876067334551887,0.5027448920642666,0.002897605448472957,1.43
1.8201231685688342,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.23788617033411164,11.947069990399838,0.50685206628613,0.002942245517610785,1.44
1.8306546294609476,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.23554866405990565,12.018068720579201,0.5109541163735037,0.002987206449826815,1.45
1.8411089701498868,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.23323486516722824,12.089063814866284,0.5150509233762103,0.0030324870876017908,1.46
1.851486117651642,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.23094454083898341,12.160055549365023,0.519142370656224,0.003078086264419116,1.47
1.8617860099396428,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.2286774605341317,12.23104418688024,0.5232283438412102,0.0031240028050876505,1.48
1.8720086244148535,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.2264333972258508,12.302029944595537,0.52730873472113,0.0031702355026684732,1.49
1.882153908126996,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.22421212432308285,12.373013073299804,0.5313834316920674,0.0032167831752232144,1.5
1.8922218346675648,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.2220134181574707,12.443993792794636,0.5354523275446568,0.0032636446196488214,1.51
1.9022123879981065,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.21983705726015768,12.514972310257104,0.5395153172480848,0.003310818624873231,1.52
1.9121255621369984,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.21768282233533917,12.585948820597302,0.5435722979055241,0.0033583039721669255,1.53
1.9219613608750565,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.21555049623508032,12.656923506783158,0.547623168713515,0.003406099435431061,1.54
1.9317197974911449,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.21343986393413428,12.727896540165244,0.5516678309213483,0.003454203781485597,1.55
1.9414009127423522,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.21135071346593304,12.798868060106283,0.5557061902397408,0.0035026157546058046,1.56
1.951004733529572,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.20928283373832934,12.869838220793667,0.5597381512983849,0.0035513341121931525,1.57
1.96053130159855,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.20723601603293906,12.940807158739286,0.5637636214901768,0.0036003576000796594,1.58
1.9699806692636201,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.2052100537700017,13.011774997624988,0.5677825103955769,0.0036496849562567897,1.59
1.9793528974409742,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.2032047423947137,13.082741850532582,0.5717947295165124,0.0036993149126136634,1.6
1.9886480553955868,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.20121987935369354,13.153707820233185,0.5758001922399568,0.003749246195198191,1.61
1.9978662204881414,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.19925526407144678,13.224672999476569,0.5797988138015083,0.0037994775244782108,1.62
2.007007507075846,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.19731069946832516,13.295637438211916,0.5837905151789547,0.0038500075900506033,1.6300000000000001
2.016072003389943,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1953859886128102,13.366601215188497,0.5877752145809676,0.003900835106004535,1.6400000000000001
2.0250598066801926,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.19348093656960244,13.437564398094375,0.5917528321823218,0.003951958780158285,1.6500000000000001
2.033971027931437,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.19159535063885275,13.508527038208818,0.595723290757388,0.004003377309964734,1.6600000000000001
2.0428057851467374,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.18972903999085908,13.579489178023353,0.5996865147723855,0.004055089388437697,1.67
2.051564203080411,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.18788181564179668,13.65045085154689,0.6036424303470888,0.004107093704425248,1.68
2.0602464129710567,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1860534904294488,13.721412084610805,0.6075909652165322,0.004159388942883025,1.69
2.068852552274585,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1842438789889368,13.792372895174069,0.611532048692717,0.004211973785147554,1.7
2.0773827643972504,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.18245279772845055,13.863333293628338,0.6154656116263176,0.00426484690920956,1.71
2.0858371984286794,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.180680064804979,13.934293283103077,0.619391586368387,0.004318006989987286,1.72
2.094216008874902,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.17892550010004044,14.005252859770648,0.6233099067320629,0.004371452699599804,1.73
2.102519469443704,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.17718893118279955,14.076211883704334,0.6272205234037895,0.004425182608244144,1.74
2.110747701826718,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1754701790617295,14.147170386707316,0.631123367202039,0.004479195420601378,1.75
2.1189008674630636,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1737690682413426,14.218128354666897,0.6350183750514623,0.004533489808755952,1.76
2.126979150893212,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.17208542583806652,14.289085746449624,0.6389054877258759,0.004588064426743378,1.77
2.134982741696952,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1704190806217897,14.360042514403448,0.6427846473994501,0.004642917926331891,1.78
2.1429118342556692,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.16876986299312743,14.430998604629622,0.6466557976123777,0.004698048957270273,1.79
2.15076662751463,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1671376049606879,14.501953957254612,0.6505188832365421,0.004753456167535669,1.8
2.1585473247452596,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.16552214011833816,14.572908506702007,0.6543738504411858,0.004809138203581418,1.81
2.166254133307426,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.16392330362246998,14.643862181964419,0.6582206466585792,0.004865093710584873,1.82
2.1738872644117206,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1623409321692661,14.714814906875397,0.6620592205496884,0.00492132133269522,1.83
2.1814469328817396,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.16077486397196594,14.785766600381331,0.6658895219698445,0.004977819713281309,1.84
2.1889335335373716,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1592249489170074,14.856716977139877,0.6697115251026379,0.005034587330085131,1.85
2.1963472021031505,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.15769102324962644,14.927666043924766,0.6735251708590073,0.005091622905683022,1.86
2.203688160798052,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.15617292948156836,14.99861370893298,0.6773304122067663,0.005148925084475417,1.87
2.210956651916336,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1546705125542396,15.069559856876062,0.6811272054549338,0.005206492494796966,1.8800000000000001
2.218152921604164,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.15318361889470133,15.140504367324125,0.6849155081224861,0.005264323764106767,1.8900000000000001
2.22527721967785,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.15171209639616098,15.21144711491449,0.6886952789113677,0.005322417519183872,1.9000000000000001
2.2323297994421103,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.15025579439846382,15.282387969560315,0.6924664776795008,0.00538077238632279,1.9100000000000001
2.239310917508319,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1488145636685847,15.353326796659223,0.6962290654137961,0.005439386991528993,1.92
2.2462208336127563,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.14738825638111955,15.424263457301945,0.6999830042031636,0.005498259960714424,1.93
2.2530598104348614,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1459767260987771,15.495197808480938,0.7037282572115221,0.005557389919892999,1.94
2.2598281134154847,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.14457982775287054,15.566129703299023,0.7074647886508098,0.005616775495376114,1.95
2.2665261820259914,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.14319742746421066,15.637058796464599,0.7111925871425933,0.00567641516339863,1.96
2.27315418880239,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.14182937722484434,15.707985045090279,0.7149116055611767,0.005736307637414549,1.97
2.279712413388532,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1404755363571433,15.778908283901488,0.7186218120567927,0.005796451539645151,1.98
2.286201144330016,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13913576586819973,15.849828336769443,0.7223231766565464,0.005856845487360276,1.99
2.2926206733188392,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1378099281104218,15.920745023249625,0.7260156704770999,0.005917488097968608,2.0
2.2989712950637284,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13649788676501437,15.991658158731257,0.7296992657047862,0.005978377989167445,2.0100000000000002
2.305253307160475,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13519950682546,16.062567554586785,0.7333739355757244,0.006039513779092457,2.02
2.311467009962265,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13391465458099944,16.133473018321375,0.7370396543559355,0.006100894086467472,2.0300000000000002
2.317612706450014,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13264319760011278,16.204374353722386,0.7406963973214564,0.006162517530754222,2.04
2.323690702102699,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13138500471400008,16.27527136100885,0.7443441407384557,0.0062243827323021274,2.05
2.3297013063776153,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.13013994612131957,16.34616383516254,0.7479828620534574,0.00628648831087215,2.06
2.335644911850118,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.12890789934214433,16.41705147654071,0.7516125502188128,0.006348832805730007,2.07
2.3415217791609395,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1276887330137026,16.487934133786304,0.755233177623468,0.0064114148928531255,2.08
2.347332228507275,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.12648232130650094,16.558811587537207,0.7588447250812755,0.006474233191556874,2.09
2.3530765825259574,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1252885396156012,16.62968361494408,0.7624471743737833,0.006537286322197381,2.1
2.3587551661884647,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.12410726454596047,16.700549989791988,0.7660405082335695,0.006600572906296359,2.11
2.36436830669594,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.12293837389777042,16.771410482621977,0.7696247103275806,0.0066640915666659655,2.12
2.3699163333742006,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.12178174665179763,16.842264860852712,0.7731997652404653,0.006727840927533624,2.13
2.3753995775687544,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.12063726295472278,16.913112888902063,0.7767656584579123,0.006791819614666888,2.14
2.3808183725398124,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.11950480410448093,16.983954328308712,0.7803223763499855,0.006856026255498256,2.15
2.386173053357304,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.11838425253560078,17.054788937853772,0.7838699061544606,0.00692045947925004,2.16
2.391463959478182,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.11727549209999344,17.125616470680328,0.7874082362832794,0.006985117913641575,2.17
2.396691463134764,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1161784111907654,17.196436642525008,0.7909373597382893,0.007050000148709704,2.18
2.4018558823971046,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.11509289316314449,17.26724922902363,0.794457263634422,0.0071151048475702125,2.19
2.4069575612388667,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.11401882515045345,17.338053976104714,0.7979679388406867,0.007180430644394094,2.2
2.411996845183533,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1129560953785008,17.408850627250597,0.8014693770424107,0.007245976175428652,2.21
2.4169740812104816,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1119045931521386,17.47963892360668,0.80496157072591,0.007311740079108266,2.22
2.42188961766106,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1108642088418208,17.550418604090627,0.8084445131631559,0.007377720996165116,2.23
2.4267438041446585,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10983483387016098,17.621189405501628,0.8119181983964452,0.007443917569739961,2.24
2.4315369914447866,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10881636069849075,17.6919510626296,0.8153826212230673,0.007510328445492858,2.25
2.436269531425147,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10780868281341745,17.762703308364422,0.8188377771799739,0.007576952271713937,2.2600000000000002
2.440941776935707,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10681169471338259,17.833445873805164,0.8222836625284465,0.007643787699434124,2.27
2.4455540876307214,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10582529242981167,17.904178481691993,0.8257202750096568,0.0077108333759561345,2.2800000000000002
2.45010685672339,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10484937594147717,17.974900816190914,0.8291476173302679,0.007778087915083673,2.29
2.4546004136617,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10388384036893611,18.045612632820944,0.8325656844687218,0.007845550005445994,2.3000000000000003
2.459035117744627,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1029285844349001,18.11631365272122,0.8359744758792836,0.007913218306312595,2.31
2.4634113291228448,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10198350783700297,18.187003595407766,0.8393739917075816,0.007981091479874622,2.32
2.467729408718747,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.10104851123562006,18.257682178866983,0.8427642327770946,0.008049168191340095,2.33
2.4719897181464696,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.1001234962416877,18.328349119649083,0.8461452005756381,0.008117447109029117,2.34
2.4761926196319126,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09920836540452221,18.39900413296162,0.8495168972418538,0.008185926904469122,2.35
2.4803384759327627,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09830302219963949,18.4696469327629,0.8528793255516938,0.008254606252490077,2.36
2.4844276502585143,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09740737101657396,18.540277231855516,0.8562324889049105,0.008323483831319731,2.37
2.4884605061904916,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09652131714669818,18.610894741979774,0.8595763913115425,0.00839255832267882,2.38
2.492437418267694,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09564476762151845,18.681499161808407,0.8629110388203942,0.008461828400960637,2.39
2.496358793928441,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.0947776329564657,18.752090152059743,0.8662364424827911,0.008531292710788741,2.4
2.5002249671979855,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09391981866790165,18.82266745609615,0.8695526039767137,0.008600949975833171,2.41
2.504036306691229,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09307123387929009,18.893230777413667,0.8728595302057915,0.008670798888291052,2.42
2.507793181416558,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09223178858864231,18.963779818435274,0.8761572286733685,0.008740838143897232,2.43
2.511495960713367,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09140139365773242,19.034314280584475,0.8794457074713563,0.008811066442001556,2.44
2.515145014189587,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.09057996080131203,19.10483386435895,0.8827249752690884,0.008881482485646216,2.45
2.518740711659207,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08976740257632551,19.175338269404147,0.885995041302173,0.008952084981643028,2.46
2.5222834230798052,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08896363237112474,19.245827194586926,0.8892559153613476,0.009022872640650773,2.47
2.5257735184900687,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08816856439468437,19.316300338069144,0.8925076077813319,0.009093844177252485,2.48
2.5292113679473234,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08738211366581648,19.386757397381317,0.8957501294296818,0.009164998310032786,2.49
2.5325973524541308,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08660419700615872,19.457198057047606,0.8989834931657361,0.009236333749556794,2.5
2.5359318718098143,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08583473375227582,19.527621979694402,0.9022077148881874,0.009307849189734575,2.5100000000000002
2.5392152737917972,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08507363928180663,19.598028886277525,0.9054228040583339,0.009379543385797176,2.52
2.542447931341791,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08432083205878792,19.668418468647467,0.9086287740230833,0.009451415069327354,2.5300000000000002
2.5456302174398315,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08357623133350046,19.73879041801528,0.91182563865087,0.009523462975930402,2.54
2.5487625050555587,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08283975713294009,19.809144425010636,0.9150134123223488,0.009595685845296357,2.5500000000000003
2.5518451670994966,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08211133025128915,19.87948017973984,0.9181921099210878,0.00966808242126213,2.56
2.55487857637433,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08139087224038759,19.949797371843882,0.9213617468242631,0.009740651451873718,2.57
2.557863105526185,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.08067830540020424,20.020095690556477,0.9245223388933516,0.009813391689448342,2.58
2.560799126995908,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07997355276930826,20.0903748247621,0.9276739024648243,0.009886301890636625,2.59
2.5636870129703424,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07927653811534012,20.160634463054027,0.9308164543408407,0.00995938081648478,2.6
2.5665271431088326,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07858718690258126,20.23087428501703,0.9339500127895809,0.01003262722209858,2.61
2.5693199035287093,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.077905426161056,20.30109396237547,0.9370745974105289,0.01010603985799717,2.62
2.5720656538888185,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07723118034657164,20.37129319614674,0.9401902248571736,0.010179617514130762,2.63
2.5747647668396167,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07656437629493487,20.44147167211989,0.9432969139567619,0.010253358967119238,2.64
2.577417614723496,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07590494154719987,20.511629075869017,0.9463946839803082,0.010327262998035412,2.65
2.5800245695338964,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.0752528043411234,20.58176509280252,0.9494835546343072,0.010401328392456744,2.66
2.5825860028744128,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07460789360262038,20.65187940821224,0.9525635460524424,0.010475553940517022,2.67
2.5851022859179063,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07397013893721902,20.721971707322705,0.9556346787872976,0.010549938436958083,2.68
2.587573789365613,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07333947062151638,20.792041675340307,0.9586969738020663,0.010624480681181473,2.69
2.590000883406256,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07271581959463355,20.86208899750252,0.9617504524622634,0.010699179477300192,2.7
2.5923839376751516,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07209911744967114,20.93211335912708,0.9647951365274345,0.010774033634190345,2.71
2.594723327973521,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07148929739966368,21.002114438005336,0.9678310490472475,0.01084904195575172,2.72
2.597019431469367,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07088629358312426,21.072091909840097,0.9708582137166445,0.010924203247851056,2.73
2.5992726083431315,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.07029003841557127,21.142045469034674,0.9738766524175791,0.010999516344898125,2.74
2.601483227041349,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06970046622725373,21.2119748000962,0.9768863885946316,0.011074980073261954,2.75
2.6036516553904243,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.0691175119795303,21.281879587702132,0.9798874460633906,0.011150593264133724,2.7600000000000002
2.605778260561418,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06854111125714313,21.35175951674298,0.9828798490029227,0.01122635475357022,2.77
2.6078634090348327,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06797120026049117,21.42161427236512,0.9858636219482424,0.011302263382537325,2.7800000000000002
2.6099074665653963,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06740771579790387,21.491443540013535,0.9888387897827813,0.011378317996953486,2.79
2.6119107981468517,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06685059527791455,21.561247005474613,0.9918053777308589,0.011454517447733204,2.8000000000000003
2.613873767976738,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06629977670153413,21.631024354918903,0.9947634113501506,0.011530860590830494,2.81
2.61579673942118,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.0657551986545245,21.70077527494389,0.9977129165241594,0.011607346287282378,2.82
2.6176800840128434,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.0652168013857005,21.770499442309482,1.0006539207384246,0.011683973391816623,2.83
2.6195241712400943,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06468452557582145,21.84019653559165,1.0035864516268924,0.011760740765777258,2.84
2.621329354040474,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06415831059002725,21.90986625173774,1.006510534907811,0.011837647295488321,2.85
2.6230959937491036,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.06363809747380927,21.979508277601617,1.0094261979267207,0.011914691860668786,2.86
